R1	R2	R3	P1	P2	P3	P4	P5	A	B	C	D	E	Distr	Type	T_min	T_max	Formula	Number	n3	n4	comment	enthalpy
C5H	Photon		C2	l-C3H				5e-12	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	228	1	1		
C5H	Photon		H	C5				1e-11	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	229	1	1		
C5N	Photon		CN	C4				5e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	230	1	1		
CH3OH	Photon		H2	H2CO				1.4e-09	0.0	2.28	10.0	0.0	logn	3	-9999.0	9999.0	2	231	1	2		
CH3OH	Photon		CH3OH+	e-				7e-10	0.0	2.57	2.0	0.0	logn	3	-9999.0	9999.0	2	232	1	2		
CH3OH	Photon		OH	CH3				1.2e-09	0.0	2.28	10.0	0.0	logn	3	-9999.0	9999.0	2	233	1	2		
CH3OH	Photon		H	H2COH+	e-			9.3e-12	0.0	2.57	2.0	0.0	logn	3	-9999.0	9999.0	2	234	1	2		
CH3CHO	Photon		HCO	CH3				1.1e-09	0.0	1.52	1.25	0.0	logn	3	-9999.0	9999.0	2	235	1	2		
CH3CHO	Photon		CO	CH4				1.1e-09	0.0	1.52	1.25	0.0	logn	3	-9999.0	9999.0	2	236	1	2		
CH3CHO	Photon		C2H4O+	e-				4.6e-10	0.0	2.28	1.25	0.0	logn	3	-9999.0	9999.0	2	237	1	2		
CH3CCH	Photon		H2	c-C3H2				1.81e-10	0.0	1.69	2.0	0.0	logn	3	-9999.0	9999.0	2	238	1	1		
CH3CCH	Photon		H2	l-C3H2				1.81e-10	0.0	1.69	2.0	0.0	logn	3	-9999.0	9999.0	2	239	1	1		
CH3CCH	Photon		H	CH2CCH				2.94e-09	0.0	1.72	2.0	0.0	logn	3	-9999.0	9999.0	2	240	1	1		
CH3CCH	Photon		C3H4+	e-				2.2e-09	0.0	2.37	2.0	0.0	logn	3	-9999.0	9999.0	2	241	1	1		
CH2CHC2H	Photon		C2H2	C2H2				1.13e-09	0.0	1.64	2.0	0.0	logn	3	-9999.0	9999.0	2	242	1	1		
C5H2	Photon		CCH	c-C3H				5e-12	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	243	1	1		
C5H2	Photon		CCH	l-C3H				5e-12	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	244	1	1		
C5H2	Photon		H	C5H				1e-11	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	245	1	1		
C6H	Photon		C3	l-C3H				1e-18	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	246	1	1		
C6H	Photon		CCH	C4				5e-12	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	247	1	1		
C6H	Photon		C4H	C2				2.5e-12	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	248	1	1		
CH3NH2	Photon		H	CN	H2	H2		1e-18	0.0	1.76	2.0	0.0	logn	3	-9999.0	9999.0	2	249	1	2		
CH3NH2	Photon		CH4	NH				2e-10	0.0	1.73	2.0	0.0	logn	3	-9999.0	9999.0	2	250	1	2		
CH3NH2	Photon		NH2	CH3				1e-09	0.0	1.74	2.0	0.0	logn	3	-9999.0	9999.0	2	251	1	2		
CH3NH2	Photon		H	H	CH2NH			2e-10	0.0	1.51	2.0	0.0	logn	3	-9999.0	9999.0	2	252	1	2		
CH3NH2	Photon		CH3NH2+	e-				4.6e-10	0.0	2.28	2.0	0.0	logn	3	-9999.0	9999.0	2	253	1	2		
HC5N	Photon		H	C5N				5e-10	0.0	1.83	2.0	0.0	logn	3	-9999.0	9999.0	2	254	1	1		
HC5N	Photon		CN	C4H				5e-10	0.0	1.83	2.0	0.0	logn	3	-9999.0	9999.0	2	255	1	1		
CH3C3N	Photon		C3N	CH3				2e-11	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	256	1	1		
HC4N	Photon		C2	CH	CN			2e-11	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	257	1	1		
HC6N	Photon		CH	CN	C4			2e-11	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	258	1	1		
HC8N	Photon		CH	CN	C6			2e-11	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	259	1	1		
H2CSiCH	Photon		H	c-HCCHSi				1e-10	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	260	1	1		
SiC2CH3	Photon		H2	SiC3H				1e-10	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	261	1	1		
SiC3H5	Photon		H2	H2	SiC3H			1e-10	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	262	1	1		
SiC4H	Photon		Si	C4H				1e-10	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	263	1	1		
SiC6H	Photon		Si	C6H				1e-10	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	264	1	1		
SiC8H	Photon		Si	C8H				1e-10	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	265	1	1		
CH3CH2OH	Photon		C2H5OH+	e-				1e-09	0.0	2.35	2.0	0.0	logn	3	-9999.0	9999.0	2	266	1	2		
CH3CH2OH	Photon		OH	C2H5				2.9e-09	0.0	1.73	2.0	0.0	logn	3	-9999.0	9999.0	2	267	1	2		
CH3C4H	Photon		CH3	C4H				2e-11	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	268	1	1		
CH3OCH3	Photon		CH3OCH3+	e-				4.6e-10	0.0	2.28	2.0	0.0	logn	3	-9999.0	9999.0	2	269	1	2		
C2+	Photon		C	C+				1e-11	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	270	1	1		
CH+	Photon		C	H+				2.5e-10	0.0	2.94	1.5	0.0	logn	3	-9999.0	9999.0	2	271	1	2		
H2+	Photon		H	H+				5.7e-10	0.0	2.37	1.5	0.0	logn	3	-9999.0	9999.0	2	272	1	2		
OH+	Photon		O	H+				1.1e-11	0.0	3.5	1.5	0.0	logn	3	-9999.0	9999.0	2	273	1	2		
SiH+	Photon		H	Si+				2.7e-09	0.0	1.21	1.5	0.0	logn	3	-9999.0	9999.0	2	274	1	2		
C2H+	Photon		H	C2+				1e-11	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	275	1	1		
CH2+	Photon		H	CH+				1.4e-10	0.0	2.21	2.0	0.0	logn	3	-9999.0	9999.0	2	276	1	2		
H3+	Photon		H2	H+				2e-08	0.0	1.8	1.5	0.0	logn	3	-9999.0	9999.0	2	277	1	1		
H3+	Photon		H	H2+				7.9e-09	0.0	2.3	1.5	0.0	logn	3	-9999.0	9999.0	2	278	1	1		
CH3+	Photon		H2	CH+				1e-09	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	279	1	1		
CH3+	Photon		H	CH2+				1e-09	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	280	1	1		
C-	Photon		C	e-				2.4e-07	0.0	0.9	2.0	0.0	logn	3	-9999.0	9999.0	2	281	1	1		
H-	Photon		H	e-				2.4e-07	0.0	0.9	2.0	0.0	logn	3	-9999.0	9999.0	2	282	1	1		
O-	Photon		O	e-				2.4e-07	0.0	0.9	2.0	0.0	logn	3	-9999.0	9999.0	2	283	1	1		
S-	Photon		S	e-				2.4e-07	0.0	0.9	2.0	0.0	logn	3	-9999.0	9999.0	2	284	1	1		
CN-	Photon		CN	e-				5.1e-09	0.0	0.9	2.0	0.0	logn	3	-9999.0	9999.0	2	285	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=2.400e-07	
OH-	Photon		OH	e-				2.4e-07	0.0	0.9	2.0	0.0	logn	3	-9999.0	9999.0	2	286	1	1		
C	Photon		C+	e-				3.1e-10	0.0	3.33	2.0	0.0	logn	3	-9999.0	9999.0	2	287	1	2		
Cl	Photon		Cl+	e-				3.3e-11	0.0	3.1	2.0	0.0	logn	3	-9999.0	9999.0	2	288	1	1		
Fe	Photon		Fe+	e-				2.8e-10	0.0	2.2	2.0	0.0	logn	3	-9999.0	9999.0	2	289	1	2		
Mg	Photon		Mg+	e-				7.9e-11	0.0	2.08	2.0	0.0	logn	3	-9999.0	9999.0	2	290	1	2		
Na	Photon		Na+	e-				5.6e-12	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	291	1	1		
S	Photon		S+	e-				6e-10	0.0	3.08	2.0	0.0	logn	3	-9999.0	9999.0	2	292	1	2		
Si	Photon		Si+	e-				3.1e-09	0.0	2.27	2.0	0.0	logn	3	-9999.0	9999.0	2	293	1	2		
C2	Photon		C	C				2.4e-10	0.0	2.57	2.0	0.0	logn	3	-9999.0	9999.0	2	294	1	2		
C2	Photon		C2+	e-				4.1e-10	0.0	3.81	2.0	0.0	logn	3	-9999.0	9999.0	2	295	1	2		
CCl	Photon		C	Cl				1e-10	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	296	1	1		
CH	Photon		C	H				9.2e-10	0.0	1.72	1.5	0.0	logn	3	-9999.0	9999.0	2	297	1	2		
CH	Photon		CH+	e-				7.6e-10	0.0	3.28	2.0	0.0	logn	3	-9999.0	9999.0	2	298	1	2		
ClO	Photon		Cl	O				1e-10	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	299	1	1		
CN	Photon		C	N				2.9e-10	0.0	3.54	10.0	0.0	logn	3	-9999.0	9999.0	2	300	1	2		
CO	Photon		C	O				2.6e-10	0.0	3.53	1.5	0.0	logn	3	-9999.0	9999.0	2	301	1	2		
CS	Photon		C	S				9.8e-10	0.0	2.43	10.0	0.0	logn	3	-9999.0	9999.0	2	302	1	2		
H2	Photon		H	H				3.4e-11	0.0	2.5	2.0	0.0	logn	3	-9999.0	9999.0	2	303	1	1		
HCl	Photon		Cl	H				1.1e-09	0.0	1.8	1.5	0.0	logn	3	-9999.0	9999.0	2	304	1	2		
HF	Photon		H	F				1.17e-10	0.0	2.21	2.0	0.0	logn	3	-9999.0	9999.0	2	305	1	1		
HS	Photon		H	S				9.8e-10	0.0	2.04	10.0	0.0	logn	3	-9999.0	9999.0	2	306	1	2		
N2	Photon		N	N				2.3e-10	0.0	3.88	10.0	0.0	logn	3	-9999.0	9999.0	2	307	1	2		
NH	Photon		H	N				5e-10	0.0	2.33	1.5	0.0	logn	3	-9999.0	9999.0	2	308	1	2		
NH	Photon		NH+	e-				1e-11	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	309	1	1		
NO	Photon		N	O				4.7e-10	0.0	2.12	2.0	0.0	logn	3	-9999.0	9999.0	2	310	1	2		
NO	Photon		NO+	e-				2.6e-10	0.0	2.93	2.0	0.0	logn	3	-9999.0	9999.0	2	311	1	2		
NS	Photon		N	S				1e-11	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	312	1	1		
O2	Photon		O	O				7.9e-10	0.0	2.13	1.5	0.0	logn	3	-9999.0	9999.0	2	313	1	2		
O2	Photon		O2+	e-				7.6e-11	0.0	3.87	2.0	0.0	logn	3	-9999.0	9999.0	2	314	1	2		
OH	Photon		H	O				3.9e-10	0.0	2.24	1.5	0.0	logn	3	-9999.0	9999.0	2	315	1	2		
OH	Photon		OH+	e-				1.6e-12	0.0	3.1	2.0	0.0	logn	3	-9999.0	9999.0	2	316	1	1		
SiC	Photon		C	Si				1e-10	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	317	1	1		
SiH	Photon		H	Si				2.8e-09	0.0	1.59	2.0	0.0	logn	3	-9999.0	9999.0	2	318	1	2		
SiO	Photon		O	Si				1.6e-09	0.0	2.28	2.0	0.0	logn	3	-9999.0	9999.0	2	319	1	2		
SiS	Photon		S	Si				1e-10	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	320	1	1		
SO	Photon		O	S				4.2e-09	0.0	2.37	2.0	0.0	logn	3	-9999.0	9999.0	2	321	1	2		
CCH	Photon		H	C2				1.6e-09	0.0	2.33	2.0	0.0	logn	3	-9999.0	9999.0	2	322	1	2		
CCH	Photon		C2H+	e-				1e-11	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	323	1	1		
CCN	Photon		N	C2				1e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	324	1	1		
CCN	Photon		C	CN				1e-09	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	325	1	1		
CCS	Photon		S	C2				1e-10	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	326	1	1		
C3	Photon		C	C2				5e-09	0.0	2.07	2.0	0.0	logn	3	-9999.0	9999.0	2	327	1	2		
CH2	Photon		H	CH				5.8e-10	0.0	2.02	1.5	0.0	logn	3	-9999.0	9999.0	2	328	1	2		
CH2	Photon		CH2+	e-				1e-09	0.0	2.3	10.0	0.0	logn	3	-9999.0	9999.0	2	329	1	1		
CO2	Photon		O	CO				8.9e-10	0.0	3.0	10.0	0.0	logn	3	-9999.0	9999.0	2	330	1	2		
H2O	Photon		H	OH				8e-10	0.0	2.2	1.5	0.0	logn	3	-9999.0	9999.0	2	331	1	2		
H2O	Photon		H2O+	e-				3.1e-11	0.0	3.9	2.0	0.0	logn	3	-9999.0	9999.0	2	332	1	2		
H2S	Photon		H	HS				3.1e-09	0.0	2.27	1.5	0.0	logn	3	-9999.0	9999.0	2	333	1	2		
H2S	Photon		H2S+	e-				7.3e-10	0.0	3.09	1.5	0.0	logn	3	-9999.0	9999.0	2	334	1	2		
HCN	Photon		H	CN				1.6e-09	0.0	2.69	2.0	0.0	logn	3	-9999.0	9999.0	2	335	1	2		
HCO	Photon		H	CO				1.1e-09	0.0	1.09	10.0	0.0	logn	3	-9999.0	9999.0	2	336	1	2		
HCO	Photon		HCO+	e-				2.46e-10	0.0	2.11	2.0	0.0	logn	3	-9999.0	9999.0	2	337	1	2		
HNC	Photon		H	CN				1.6e-09	0.0	2.69	2.0	0.0	logn	3	-9999.0	9999.0	2	338	1	2		
HNO	Photon		H	NO				1.7e-10	0.0	0.53	2.0	0.0	logn	3	-9999.0	9999.0	2	339	1	1		
NaOH	Photon		Na	OH				1e-09	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	340	1	1		
NH2	Photon		H	NH				7.5e-10	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	341	1	2		
NH2	Photon		NH2+	e-				1.73e-10	0.0	2.59	2.0	0.0	logn	3	-9999.0	9999.0	2	342	1	1		
NO2	Photon		NO2+	e-				1.5e-10	0.0	3.33	2.0	0.0	logn	3	-9999.0	9999.0	2	343	1	2		
NO2	Photon		O	NO				1.4e-09	0.0	2.12	2.0	0.0	logn	3	-9999.0	9999.0	2	344	1	2		
OCN	Photon		O	CN				1e-11	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	345	1	1		
OCS	Photon		S	CO				3.7e-09	0.0	2.07	2.0	0.0	logn	3	-9999.0	9999.0	2	346	1	2		
OCS	Photon		OCS+	e-				6.9e-10	0.0	3.35	2.0	0.0	logn	3	-9999.0	9999.0	2	347	1	2		
SO2	Photon		O	SO				1.9e-09	0.0	2.38	2.0	0.0	logn	3	-9999.0	9999.0	2	348	1	2		
C2H2	Photon		H	CCH				3.3e-09	0.0	2.27	1.5	0.0	logn	3	-9999.0	9999.0	2	349	1	2		
C2H2	Photon		C2H2+	e-				3.3e-10	0.0	3.52	2.0	0.0	logn	3	-9999.0	9999.0	2	350	1	2		
c-C3H	Photon		H	C3				1.1e-09	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	351	1	2		
l-C3H	Photon		H	C3				1.8e-09	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	352	1	2		
C3N	Photon		C2	CN				5e-10	0.0	1.8	2.0	0.0	logn	3	-9999.0	9999.0	2	353	1	1		
C3O	Photon		C2	CO				7e-09	0.0	1.58	2.0	0.0	logn	3	-9999.0	9999.0	2	354	1	2		
C3S	Photon		C2	CS				1e-10	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	355	1	1		
C4	Photon		C2	C2				1.275e-09	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	356	1	3		
C4	Photon		C	C3				7.225e-09	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	357	1	3		
CH3	Photon		CH	H2				1.35e-10	0.0	2.27	10.0	0.0	logn	3	-9999.0	9999.0	2	358	1	2		
CH3	Photon		H	CH2				1.35e-10	0.0	2.27	10.0	0.0	logn	3	-9999.0	9999.0	2	359	1	2		
CH3	Photon		CH3+	e-				1e-10	0.0	2.1	10.0	0.0	logn	3	-9999.0	9999.0	2	360	1	2		
H2CO	Photon		H	HCO				1e-09	0.0	1.6	2.0	0.0	logn	3	-9999.0	9999.0	2	361	1	2		
H2CO	Photon		CO	H2				1e-10	0.0	1.6	2.0	0.0	logn	3	-9999.0	9999.0	2	362	1	2		
H2CO	Photon		H	HCO+	e-			1.4e-11	0.0	3.1	2.0	0.0	logn	3	-9999.0	9999.0	2	363	1	1		
H2CO	Photon		H2CO+	e-				8e-11	0.0	2.8	2.0	0.0	logn	3	-9999.0	9999.0	2	364	1	1		
H2CS	Photon		CS	H2				1e-09	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	365	1	1		
NH3	Photon		H	NH2				8.4e-10	0.0	2.12	1.5	0.0	logn	3	-9999.0	9999.0	2	366	1	2		
NH3	Photon		NH3+	e-				2.8e-10	0.0	3.12	1.5	0.0	logn	3	-9999.0	9999.0	2	367	1	2		
NH3	Photon		H2	NH				3.6e-10	0.0	2.12	1.5	0.0	logn	3	-9999.0	9999.0	2	368	1	2		
H2CCO	Photon		CO	CH2				1.4e-09	0.0	1.58	2.0	0.0	logn	3	-9999.0	9999.0	2	369	1	2		
H2CCO	Photon		H2CCO+	e-				6.6e-10	0.0	2.01	2.0	0.0	logn	3	-9999.0	9999.0	2	370	1	2		
C2H3	Photon		H	C2H2				1e-09	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	371	1	1		
C2H3	Photon		C2H3+	e-				3e-10	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	372	1	1		
c-C3H2	Photon		H2	C3				7e-10	0.0	1.94	10.0	0.0	logn	3	-9999.0	9999.0	2	373	1	2		
c-C3H2	Photon		H	c-C3H				7e-10	0.0	1.94	10.0	0.0	logn	3	-9999.0	9999.0	2	374	1	2		
l-C3H2	Photon		H2	C3				2.55e-09	0.0	1.81	10.0	0.0	logn	3	-9999.0	9999.0	2	375	1	2		
l-C3H2	Photon		H	l-C3H				2.55e-09	0.0	1.81	10.0	0.0	logn	3	-9999.0	9999.0	2	376	1	2		
C4H	Photon		C2	CCH				1e-09	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	377	1	1		
C4H	Photon		H	C4				1e-09	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	378	1	1		
C4N	Photon		CN	C3				5e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	379	1	1		
C4S	Photon		CS	C3				1e-10	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	380	1	1		
C5	Photon		C	C4				1.5e-12	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	381	1	3		
C5	Photon		C2	C3				8.5e-12	0.0	2.3	2.0	0.0	logn	3	-9999.0	9999.0	2	382	1	3		
HCOOH	Photon		HCOOH+	e-				2.6e-10	0.0	2.59	2.0	0.0	logn	3	-9999.0	9999.0	2	383	1	2		
HCOOH	Photon		OH	HCO				4.1e-10	0.0	1.8	2.0	0.0	logn	3	-9999.0	9999.0	2	384	1	2		
CH2NH	Photon		H2	HCN				3.5e-09	0.0	1.63	2.0	0.0	logn	3	-9999.0	9999.0	2	385	1	2		
CH4	Photon		CH4+	e-				6.8e-12	0.0	3.94	2.0	0.0	logn	3	-9999.0	9999.0	2	386	1	2		
CH4	Photon		H	CH	H2			2.4e-10	0.0	2.59	1.5	0.0	logn	3	-9999.0	9999.0	2	387	1	2		
CH4	Photon		H2	CH2				7.2e-10	0.0	2.59	1.5	0.0	logn	3	-9999.0	9999.0	2	388	1	2		
CH4	Photon		H	CH3				2.4e-10	0.0	2.59	1.5	0.0	logn	3	-9999.0	9999.0	2	389	1	2		
HC3N	Photon		CN	CCH				5.6e-09	0.0	2.16	2.0	0.0	logn	3	-9999.0	9999.0	2	390	1	2		
CH3CN	Photon		CN	CH3				2.5e-09	0.0	2.58	2.0	0.0	logn	3	-9999.0	9999.0	2	391	1	2		
CH3CN	Photon		CH3CN+	e-				6.2e-10	0.0	3.11	2.0	0.0	logn	3	-9999.0	9999.0	2	392	1	2		
C2H4	Photon		H2	C2H2				3e-09	0.0	2.1	10.0	0.0	logn	3	-9999.0	9999.0	2	393	1	2		
C2H4	Photon		C2H4+	e-				4.1e-10	0.0	3.21	2.0	0.0	logn	3	-9999.0	9999.0	2	394	1	2		
CH2CCH	Photon		H2	c-C3H				5e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	395	1	1		
CH2CCH	Photon		H2	l-C3H				5e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	396	1	1		
CH2CCH	Photon		H	c-C3H2				5e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	397	1	1		
CH2CCH	Photon		H	l-C3H2				5e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	398	1	1		
C6	Photon		C	C5				1e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	399	1	3		
C6	Photon		C2	C4				1e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	400	1	3		
C6	Photon		C3	C3				8e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	401	1	3		
C6	Photon		C6+	e-				2e-10	0.0	2.5	2.0	0.0	logn	3	-9999.0	9999.0	2	402	1	3		
C7	Photon		C2	C5				2e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	403	1	3		
C7	Photon		C3	C4				8e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	404	1	3		
C7	Photon		C7+	e-				2e-10	0.0	2.5	2.0	0.0	logn	3	-9999.0	9999.0	2	405	1	3		
C8	Photon		C	C7				5e-11	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	406	1	3		
C8	Photon		C3	C5				9e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	407	1	3		
C8	Photon		C4	C4				5e-11	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	408	1	3		
C8	Photon		C8+	e-				2e-10	0.0	2.5	2.0	0.0	logn	3	-9999.0	9999.0	2	409	1	3		
C9	Photon		C4	C5				3e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	410	1	3		
C9	Photon		C9+	e-				2e-10	0.0	2.5	2.0	0.0	logn	3	-9999.0	9999.0	2	411	1	3		
C9	Photon		C2	C7				5e-11	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	412	1	3		
C9	Photon		C3	C6				6.5e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	413	1	3		
C10	Photon		C3	C7				7.5e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	414	1	3		
C10	Photon		C5	C5				2.5e-10	0.0	1.7	2.0	0.0	logn	3	-9999.0	9999.0	2	415	1	3		
C10	Photon		C10+	e-				2e-10	0.0	2.5	2.0	0.0	logn	3	-9999.0	9999.0	2	416	1	3		
C4H-	Photon		C4H	e-				4.67e-09	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	417	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=1.800e-09	
C5-	Photon		C5	e-				4.42e-09	0.0	1.5	2.0	0.0	logn	3	-9999.0	9999.0	2	418	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=3.000e-09	
C5H-	Photon		C5H	e-				8.38e-09	0.0	1.5	2.0	0.0	logn	3	-9999.0	9999.0	2	419	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=3.700e-09	
C6-	Photon		C6	e-				7.83e-09	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	420	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=1.300e-09	
C6H-	Photon		C6H	e-				5.41e-09	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	421	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=1.500e-09	
C7-	Photon		C7	e-				5.18e-09	0.0	1.5	2.0	0.0	logn	3	-9999.0	9999.0	2	422	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=2.400e-09	
C7H-	Photon		C7H	e-				8.08e-09	0.0	1.5	2.0	0.0	logn	3	-9999.0	9999.0	2	423	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=3.000e-09	
C8-	Photon		C8	e-				1.05e-08	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	424	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=1.100e-09	
C8H-	Photon		C8H	e-				5.96e-09	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	425	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=1.400e-09	
C9-	Photon		C9	e-				5.47e-09	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	426	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=1.600e-09	
C9H-	Photon		C9H	e-				7.48e-09	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	427	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=2.000e-09	
C10-	Photon		C10	e-				1.39e-08	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	428	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=1.000e-09	
C10H-	Photon		C10H	e-				7.12e-09	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	429	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=1.400e-09	
C3N-	Photon		C3N	e-				3.9e-09	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	430	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=2.000e-09	
C3-	Photon		C3	e-				4.02e-09	0.0	1.5	2.0	0.0	logn	3	-9999.0	9999.0	2	431	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=6.700e-09	
C4-	Photon		C4	e-				5.84e-09	0.0	2.0	2.0	0.0	logn	3	-9999.0	9999.0	2	432	1	1	SFCh (29/11/21) updated from Lara-Moreno+2019, previously was A=1.400e-09	
C10H2	Photon		H	C10H				5.27e-10	0.0	3.1	2.0	0.0	logn	3	-9999.0	9999.0	2	433	1	1		
C10H2	Photon		C10H2+	e-				4.94e-10	0.0	3.1	2.0	0.0	logn	3	-9999.0	9999.0	2	434	1	1		
C10H2	Photon		H	H	C10			3.1e-12	0.0	5.2	2.0	0.0	logn	3	-9999.0	9999.0	2	435	1	1		
C10H2	Photon		H	C3	C7H			6.14e-13	0.0	5.2	2.0	0.0	logn	3	-9999.0	9999.0	2	436	1	1		
C11	Photon		C11+	e-				5.73e-10	0.0	3.0	2.0	0.0	logn	3	-9999.0	9999.0	2	437	1	1		
C11	Photon		C3	C8				4.41e-10	0.0	2.7	2.0	0.0	logn	3	-9999.0	9999.0	2	438	1	1		
C11	Photon		C5	C6				5.28e-11	0.0	3.1	2.0	0.0	logn	3	-9999.0	9999.0	2	439	1	1		
